레퍼런스 URL,계정명 / 채널명,조회수,주제,콘텐츠 결,최근/성과 기준,잘 먹힌 후킹,영상 방식,장면 구성,자막/폰트/배경,CTA 방식,대본 핵심,시리즈명,시리즈 운영 방식,GPT 프롬프트,프롬프트 예시 입력,제작 체크리스트
https://www.instagram.com/dohwadore_life_reader/reel/DUAllzPj_Gg,@dohwadore_life_reader␤사주팔자 쉽게 풀어주는 남자ㅣ도화도르,"848,000",사주/운세 | 재물운,재물/로또운세 + 경고형 + 전환형,"조회수 848,000 기준 상위권 / 시리즈 반복 가능","토 많은 사주, 흙으로 태어난␤사람들의 26년 운세(더보기)","15~25초. 돈 들어오는 징조, 숫자, 색상, 물건을 빠르게 보여주는 카드형. 배경은 지갑/현관/하늘/금색 카드.",돈운 후킹 → 징조 3개 → 금전 행동 2개 → 저장/댓글 CTA,"노랑/흰색 굵은 고딕, 검정 박스, 숫자는 아주 크게. 화면 전환은 줌인/컷 전환 위주.",댓글 유도 | 프로필 링크/상담 전환,"토 많은 사주, 흙으로 태어난 사람들의 26년 운세(더보기)␤읽으시면서 이해안되시거나 더 아시고 싶으시면␤'토토' 라고 댓글 달아주세요!␤쉽고, 더 자세한 26년 운세는 DM으로 보내드릴게요💬␤✅️내 사주 보는 법!␤-사주만세력 어플에 생년월일시 입력␤-윗칸, 왼쪽에서 두번째 칸의 색깔 확인 -> 초빨노흰검 순서대로 목화토금수␤-해당하는 색에 맞게 아래 내용 확인!␤(어려우시면, 댓글에 토토 달아주세요🙉)␤🟢 목(木)일간 + 토 다자␤좋은 것␤- 재물운 터짐 (현금화, 수익 실현 타이밍)␤- 결혼 인연 (남: 깊은 관계 / 여: 원하는 남자 픽)␤- 매출 증진, 사업 확장 흐름␤조심할 것␤- 돈 번 거 발설 금지, 부모님 건강 체크␤🔴 화(火)일간 + 토 다자␤좋은 것␤- 창작 에너지 폭발 (콘텐츠, 강의 좋음)␤- 말로 먹고사는 시기 (교…",재물/로또운,"오늘 돈 들어오는 사람, 지갑에 넣으면 좋은 것, 로또 사기 좋은 날, 재물운 막는 행동","아래 문구를 첫 화면 썸네일로 쓰고, 재물운/로또운 릴스 대본을 만들어줘. 사주 운세처럼 들리되 실천 행동을 꼭 넣어. 구성은 후킹 1문장, 돈운 징조 3개, 오늘 피해야 할 행동 1개, 오늘 해야 할 행동 2개, 댓글 CTA로 작성해.","썸네일 문구=토 많은 사주, 흙으로 태어난 사람들의 26년 운세(더보기) | 주제=사주/운세 | 재물운 | CTA=댓글 유도 | 프로필 링크/상담 전환 | 길이=20-45초 | 출력=대본만",1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/wise.saying77/reel/DACyjcRKrAE,@wise.saying77␤현인의 명언 | 풍수 운세 사주,"790,000",사주/운세 | 로또 운세,재물/로또운세,"조회수 790,000 기준 상위권 / 시리즈 반복 가능",로또1등 당첨자의 당첨비결,"15~25초. 돈 들어오는 징조, 숫자, 색상, 물건을 빠르게 보여주는 카드형. 배경은 지갑/현관/하늘/금색 카드.",돈운 후킹 → 징조 3개 → 금전 행동 2개 → 저장/댓글 CTA,"노랑/흰색 굵은 고딕, 검정 박스, 숫자는 아주 크게. 화면 전환은 줌인/컷 전환 위주.",직접 CTA 없음 / 시청 지속 유도,로또1등 당첨자의 당첨비결,재물/로또운,"오늘 돈 들어오는 사람, 지갑에 넣으면 좋은 것, 로또 사기 좋은 날, 재물운 막는 행동","아래 문구를 첫 화면 썸네일로 쓰고, 재물운/로또운 릴스 대본을 만들어줘. 사주 운세처럼 들리되 실천 행동을 꼭 넣어. 구성은 후킹 1문장, 돈운 징조 3개, 오늘 피해야 할 행동 1개, 오늘 해야 할 행동 2개, 댓글 CTA로 작성해.",썸네일 문구=로또1등 당첨자의 당첨비결 | 주제=사주/운세 | 로또 운세 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/naru_ing/reel/DUXw8cxE4Y-,@naru_ing␤운세 사주 타로 신점 • 사주나루,"742,000",사주/운세 | 조심/운막힘,경고형,"조회수 742,000 기준 상위권 / 시리즈 반복 가능","❤️ 리딩은 아래 본문에␤담아두었어요. ✨ 복채는␤팔로우, 좋아요, 리포스트로␤받겠습니다.",15~30초 생활 팁형. 실제 집/지갑/현관/침대/책상 이미지. 첫 컷은 '이거 있으면 돈운 막힘' 식 경고.,문제 물건/공간 제시 → 왜 막히는지 → 오늘 치울 것 → 대체 행동 → 저장 CTA,"검정/흰색 대비 큰 자막, 체크/금지 아이콘, 배경은 실제 생활 사진.",댓글 유도 | 저장 유도 | 팔로우 유도,"❤️ 리딩은 아래 본문에 담아두었어요.␤✨ 복채는 팔로우, 좋아요, 리포스트로 받겠습니다.␤🎀 선택한 번호를 댓글로 남기면, 원하는 기운이 당신에게 더 오래 머물 거예요.␤– 1번 카드를 고른 당신에게 –␤겉으로 보면 당신은 꽤 담담한 사람처럼 보입니다.␤굳이 자신을 드러내려 애쓰지도 않고,␤상황을 과장해서 말하지도 않죠.␤그런데 이상하게도, 사람들이 뒤에서 가장 많이 비교하는 대상이 바로 당신입니다.␤남들이 몰래 질투하는 당신의 장점은␤‘흔들리지 않는 자기 기준’이에요.␤당신은 주변 분위기에 휩쓸려서 판단을 바꾸거나,␤타인의 말 한마디에 스스로를 의심하는 타입이 아닙니다.␤겉으론 유연해 보여도, 속으로는␤“이건 내가 지킬 선이야”라는 기준이 분명하죠.␤특히 선택의 순간에서 이 차이가 도드라집니다.␤다들 눈치 보며 망설일 때,␤당신은 조용히…",풍수/개운법,"현관 풍수, 지갑 풍수, 침대 위치, 돈운 막는 물건, 귀인운 여는 정리","아래 생활 풍수 주제로 인스타 릴스 대본을 만들어줘. 15~30초 분량으로, 첫 문장은 경고형 후킹으로 시작해. 왜 운이 막히는지 쉽게 설명하고 오늘 바로 할 행동 3개를 넣어. 마지막은 저장 CTA로 끝내.","썸네일 문구=❤️ 리딩은 아래 본문에 담아두었어요. ✨ 복채는 팔로우, 좋아요, 리포스트로 받겠습니다. | 주제=사주/운세 | 조심/운막힘 | CTA=댓글 유도 | 저장 유도 | 팔로우 유도 | 길이=20-45초 | 출력=대본만",1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/sajunaru/reel/DTr9roqinmY,@sajunaru␤사주 신점 타로 운세 • 사주나루,"731,000",사주/운세 | 재물운,재물/로또운세,"조회수 731,000 기준 상위권 / 시리즈 반복 가능",평생 손에 돈 마를 일 없는␤최고의 태몽 Top4␤알려드리겠습니다,"15~25초. 돈 들어오는 징조, 숫자, 색상, 물건을 빠르게 보여주는 카드형. 배경은 지갑/현관/하늘/금색 카드.",돈운 후킹 → 징조 3개 → 금전 행동 2개 → 저장/댓글 CTA,"노랑/흰색 굵은 고딕, 검정 박스, 숫자는 아주 크게. 화면 전환은 줌인/컷 전환 위주.",직접 CTA 없음 / 시청 지속 유도,평생 손에 돈 마를 일 없는␤최고의 태몽 Top4 알려드리겠습니다␤@@헐 나 이 꿈 꿨는데␤@@@ 이거봐ㅎㅎㅎㅎ!!!!,재물/로또운,"오늘 돈 들어오는 사람, 지갑에 넣으면 좋은 것, 로또 사기 좋은 날, 재물운 막는 행동","아래 문구를 첫 화면 썸네일로 쓰고, 재물운/로또운 릴스 대본을 만들어줘. 사주 운세처럼 들리되 실천 행동을 꼭 넣어. 구성은 후킹 1문장, 돈운 징조 3개, 오늘 피해야 할 행동 1개, 오늘 해야 할 행동 2개, 댓글 CTA로 작성해.",썸네일 문구=평생 손에 돈 마를 일 없는 최고의 태몽 Top4 알려드리겠습니다 | 주제=사주/운세 | 재물운 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/fate_mate_peek/reel/DKohUKWPhqd,@fate_mate_peek␤궁궁해,"702,000",사주/운세 | 연애/재회운,띠별운세 + 연애/재회운,"조회수 702,000 기준 상위권 / 시리즈 반복 가능",진짜 오래가는 천생연분 띠궁합␤8쌍,20~35초. 감성 배경 또는 연인/거리/비 오는 창가 이미지. 첫 컷은 '절대 헤어질 수 없는 궁합 TOP'처럼 관계 후킹.,관계 후킹 → 띠/조건 공개 → 왜 끌리는지 → 주의점 → 댓글로 내 띠 유도,"흰색 굵은 고딕 38~52px, 검정/흰색 라운드 박스, 감정 단어만 빨강/분홍 강조.",직접 CTA 없음 / 시청 지속 유도,진짜 오래가는 천생연분 띠궁합 8쌍,띠별 연애/재회운,"띠별 찰떡궁합, 헤어진 뒤 연락 오는 띠, 6월 재회운 TOP, 월별 인연운","아래 썸네일 문구를 기준으로 인스타 릴스용 연애/재회운 대본을 만들어줘. 사주/띠/궁합 관점으로 풀되, 20~35초 안에 들어가게 컷별 자막을 작성해. 구조는 1) 강한 관계 후킹 2) 해당 띠/조건 3) 끌리는 이유 4) 조심할 포인트 5) 댓글 CTA. 마지막은 '내 띠 남기면 다음 편에 봐드릴게요' 식으로 끝내.",썸네일 문구=진짜 오래가는 천생연분 띠궁합 8쌍 | 주제=사주/운세 | 연애/재회운 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/ys_mind_life/reel/DMPX0plzY5i,@ys_mind_life␤기막힌운세,"682,000",사주/운세 | 운세,캡션 서사형,"조회수 682,000 기준 상위권 / 시리즈 반복 가능",A열 실제 썸네일 확인:␤@ys_mind_life 계정␤내 조회수 4위,15~30초 생활 팁형. 실제 집/지갑/현관/침대/책상 이미지. 첫 컷은 '이거 있으면 돈운 막힘' 식 경고.,문제 물건/공간 제시 → 왜 막히는지 → 오늘 치울 것 → 대체 행동 → 저장 CTA,"검정/흰색 대비 큰 자막, 체크/금지 아이콘, 배경은 실제 생활 사진.",직접 CTA 없음 / 시청 지속 유도,실제 대본 미수집␤공개 캡션/본문에 본문 대사가 없어 원본 영상 확인이 필요합니다.,풍수/개운법,"현관 풍수, 지갑 풍수, 침대 위치, 돈운 막는 물건, 귀인운 여는 정리","아래 생활 풍수 주제로 인스타 릴스 대본을 만들어줘. 15~30초 분량으로, 첫 문장은 경고형 후킹으로 시작해. 왜 운이 막히는지 쉽게 설명하고 오늘 바로 할 행동 3개를 넣어. 마지막은 저장 CTA로 끝내.",썸네일 문구=A열 실제 썸네일 확인: @ys_mind_life 계정 내 조회수 4위 | 주제=사주/운세 | 운세 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/ys_mind_life/reel/DMZLO1UTh-g,@ys_mind_life␤기막힌운세,"672,000",사주/운세 | 운세,캡션 서사형,"조회수 672,000 기준 상위권 / 시리즈 반복 가능",A열 실제 썸네일 확인:␤@ys_mind_life 계정␤내 조회수 5위,15~30초 생활 팁형. 실제 집/지갑/현관/침대/책상 이미지. 첫 컷은 '이거 있으면 돈운 막힘' 식 경고.,문제 물건/공간 제시 → 왜 막히는지 → 오늘 치울 것 → 대체 행동 → 저장 CTA,"검정/흰색 대비 큰 자막, 체크/금지 아이콘, 배경은 실제 생활 사진.",직접 CTA 없음 / 시청 지속 유도,실제 대본 미수집␤공개 캡션/본문에 본문 대사가 없어 원본 영상 확인이 필요합니다.,풍수/개운법,"현관 풍수, 지갑 풍수, 침대 위치, 돈운 막는 물건, 귀인운 여는 정리","아래 생활 풍수 주제로 인스타 릴스 대본을 만들어줘. 15~30초 분량으로, 첫 문장은 경고형 후킹으로 시작해. 왜 운이 막히는지 쉽게 설명하고 오늘 바로 할 행동 3개를 넣어. 마지막은 저장 CTA로 끝내.",썸네일 문구=A열 실제 썸네일 확인: @ys_mind_life 계정 내 조회수 5위 | 주제=사주/운세 | 운세 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/luckypower_good88/reel/DS9vpLiiUnn,@luckypower_good88␤운기칠삼,"657,000",사주/운세 | 운세,캡션 서사형,"조회수 657,000 기준 상위권 / 시리즈 반복 가능",A열 실제 썸네일 확인:␤@luckypower_good88␤계정 내 조회수 2위,15~30초 생활 팁형. 실제 집/지갑/현관/침대/책상 이미지. 첫 컷은 '이거 있으면 돈운 막힘' 식 경고.,문제 물건/공간 제시 → 왜 막히는지 → 오늘 치울 것 → 대체 행동 → 저장 CTA,"검정/흰색 대비 큰 자막, 체크/금지 아이콘, 배경은 실제 생활 사진.",직접 CTA 없음 / 시청 지속 유도,실제 대본 미수집␤공개 캡션/본문에 본문 대사가 없어 원본 영상 확인이 필요합니다.,풍수/개운법,"현관 풍수, 지갑 풍수, 침대 위치, 돈운 막는 물건, 귀인운 여는 정리","아래 생활 풍수 주제로 인스타 릴스 대본을 만들어줘. 15~30초 분량으로, 첫 문장은 경고형 후킹으로 시작해. 왜 운이 막히는지 쉽게 설명하고 오늘 바로 할 행동 3개를 넣어. 마지막은 저장 CTA로 끝내.",썸네일 문구=A열 실제 썸네일 확인: @luckypower_good88 계정 내 조회수 2위 | 주제=사주/운세 | 운세 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/dohwadore_life_reader/reel/DT42lsUD1qd,@dohwadore_life_reader␤사주팔자 쉽게 풀어주는 남자ㅣ도화도르,"586,000",사주/운세 | 운세,캡션 서사형,"조회수 586,000 기준 상위권 / 시리즈 반복 가능",A열 실제 썸네일 확인:␤@dohwadore_life_reader␤계정 내 조회수 2위,15~30초 생활 팁형. 실제 집/지갑/현관/침대/책상 이미지. 첫 컷은 '이거 있으면 돈운 막힘' 식 경고.,문제 물건/공간 제시 → 왜 막히는지 → 오늘 치울 것 → 대체 행동 → 저장 CTA,"검정/흰색 대비 큰 자막, 체크/금지 아이콘, 배경은 실제 생활 사진.",직접 CTA 없음 / 시청 지속 유도,실제 대본 미수집␤공개 캡션/본문에 본문 대사가 없어 원본 영상 확인이 필요합니다.,풍수/개운법,"현관 풍수, 지갑 풍수, 침대 위치, 돈운 막는 물건, 귀인운 여는 정리","아래 생활 풍수 주제로 인스타 릴스 대본을 만들어줘. 15~30초 분량으로, 첫 문장은 경고형 후킹으로 시작해. 왜 운이 막히는지 쉽게 설명하고 오늘 바로 할 행동 3개를 넣어. 마지막은 저장 CTA로 끝내.",썸네일 문구=A열 실제 썸네일 확인: @dohwadore_life_reader 계정 내 조회수 2위 | 주제=사주/운세 | 운세 | CTA=직접 CTA 없음 / 시청 지속 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/yuhwa.flow/reel/DWlIy1eE1uP,@yuhwa.flow␤유화사주 | 사주 • 연애 • 결혼 • 직업 • 재물 • 건강,"327,000",사주/운세 | 연애/재회운,띠별운세 + 연애/재회운 + 전환형,"조회수 327,000 기준 상위권 / 시리즈 반복 가능","💬 댓글에 ”본인 띠“␤남겨주세요. 이번엔 반대로,",20~35초. 감성 배경 또는 연인/거리/비 오는 창가 이미지. 첫 컷은 '절대 헤어질 수 없는 궁합 TOP'처럼 관계 후킹.,관계 후킹 → 띠/조건 공개 → 왜 끌리는지 → 주의점 → 댓글로 내 띠 유도,"흰색 굵은 고딕 38~52px, 검정/흰색 라운드 박스, 감정 단어만 빨강/분홍 강조.",댓글 유도 | 저장 유도 | 공유/태그 유도 | 프로필 링크/상담 전환 | 팔로우 유도,"💬 댓글에 ”본인 띠“ 남겨주세요.␤이번엔 반대로,␤’바람 피는 남자 사주‘에 대해 풀이하여␤DM으로 은밀히 보내드리겠습니다.␤🙏␤—␤이런 경험이 있다면␤👇이미 이 사주를 타고난 겁니다👇␤1.␤남자친구나 남편이 다른 여자한테 관심이 없다␤2.␤핸드폰 검사 안 하는데 남편이 알아서 보여준다␤3.␤늦게 들어와도 추궁 안 하는데 먼저 보고한다␤4.␤친구 모임 자유롭게 보내주면 오히려 일찍 들어온다␤5.␤의심 안 하는데 남편이 먼저 해명한다␤6.␤남편이 나한테 눈치를 본다␤7.␤주변에서 남편이 아내 바라기라는 말을 자주 듣는다␤—␤이것은 성격이 아닙니다.␤사주 안에 남편을 저절로 정숙하게 만드는␤기운의 구조가 있기 때문입니다.␤명리학에서 정관은 여자에게 남편의 기운입니다.␤이 정관이 어디에 어떻게 앉아 있느냐에 따라␤남편이 한 여자만 바라보는 사주…",띠별 연애/재회운,"띠별 찰떡궁합, 헤어진 뒤 연락 오는 띠, 6월 재회운 TOP, 월별 인연운","아래 썸네일 문구를 기준으로 인스타 릴스용 연애/재회운 대본을 만들어줘. 사주/띠/궁합 관점으로 풀되, 20~35초 안에 들어가게 컷별 자막을 작성해. 구조는 1) 강한 관계 후킹 2) 해당 띠/조건 3) 끌리는 이유 4) 조심할 포인트 5) 댓글 CTA. 마지막은 '내 띠 남기면 다음 편에 봐드릴게요' 식으로 끝내.","썸네일 문구=💬 댓글에 ”본인 띠“ 남겨주세요. 이번엔 반대로, | 주제=사주/운세 | 연애/재회운 | CTA=댓글 유도 | 저장 유도 | 공유/태그 유도 | 프로필 링크/상담 전환 | 팔로우 유도 | 길이=20-45초 | 출력=대본만",1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/saju.myungdang/reel/DSHgucPkcZ4,@saju.myungdang,"320,000",사주/운세 | 연애/재회운,띠별운세 + 연애/재회운 + 비방/개운법 + 전환형,"조회수 320,000 기준 상위권 / 시리즈 반복 가능",💬 댓글에 ‘본인 띠’만␤남겨주세요. 밤에 잠자리␤속궁합이 미치도록 좋은 궁합의,20~35초. 감성 배경 또는 연인/거리/비 오는 창가 이미지. 첫 컷은 '절대 헤어질 수 없는 궁합 TOP'처럼 관계 후킹.,관계 후킹 → 띠/조건 공개 → 왜 끌리는지 → 주의점 → 댓글로 내 띠 유도,"흰색 굵은 고딕 38~52px, 검정/흰색 라운드 박스, 감정 단어만 빨강/분홍 강조.",댓글 유도 | 저장 유도 | 공유/태그 유도 | 프로필 링크/상담 전환 | 팔로우 유도,"💬 댓글에 ‘본인 띠’만 남겨주세요.␤밤에 잠자리 속궁합이 미치도록 좋은 궁합의␤주인공들에 대해 풀이하여 DM으로 안내드릴게요.␤🙏␤—␤본문에는 정답 말고,␤대신 이런 힌트만 남겨둘게요.␤🐎 힌트 1 몸의 리듬과 속도가 완벽히 일치하는 궁합.␤말보다 호흡으로 통하고, 밤을 보내고 나면 오히려 기운이 펄펄 살아나서 일까지 잘 풀립니다.␤서로가 서로에게 최고의 '에너지 충전기'가 되는 타입이에요.␤🐰 힌트 2 닿는 순간 긴장이 탁 풀리면서 무장해제 되는 사이.␤서로가 세상의 도피처 같아서, 한 번 깊어지면 중독처럼 끊을 수 없는 '마약 같은' 안정감을 줍니다.␤욕망과 위로가 동시에 채워지는 힐링 궁합입니다.␤🐲 힌트 3 만나면 공기부터 달아오르는 '호기심 천국'.␤장난기와 열정이 동시에 터져서 지루할 틈이 없어요.␤새로운 시도가 자연스럽고, 끝…",띠별 연애/재회운,"띠별 찰떡궁합, 헤어진 뒤 연락 오는 띠, 6월 재회운 TOP, 월별 인연운","아래 썸네일 문구를 기준으로 인스타 릴스용 연애/재회운 대본을 만들어줘. 사주/띠/궁합 관점으로 풀되, 20~35초 안에 들어가게 컷별 자막을 작성해. 구조는 1) 강한 관계 후킹 2) 해당 띠/조건 3) 끌리는 이유 4) 조심할 포인트 5) 댓글 CTA. 마지막은 '내 띠 남기면 다음 편에 봐드릴게요' 식으로 끝내.",썸네일 문구=💬 댓글에 ‘본인 띠’만 남겨주세요. 밤에 잠자리 속궁합이 미치도록 좋은 궁합의 | 주제=사주/운세 | 연애/재회운 | CTA=댓글 유도 | 저장 유도 | 공유/태그 유도 | 프로필 링크/상담 전환 | 팔로우 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/fate_saju/reel/DTSQHmTk7BV,@fate_saju,"306,000",시기별 운세 | 2026년 쥐띠 소띠 호랑이띠 토끼띠 연애/재회운,띠별운세 + 연애/재회운,"조회수 306,000 기준 상위권 / 시리즈 반복 가능",💬댓글에 “진짜귀인” 이라고␤확언해봐! 평생 쓰고도 남을␤복이 네 곁에 머물도록 내가␤간절히 빌어줄게!🙏🏻,20~35초. 감성 배경 또는 연인/거리/비 오는 창가 이미지. 첫 컷은 '절대 헤어질 수 없는 궁합 TOP'처럼 관계 후킹.,관계 후킹 → 띠/조건 공개 → 왜 끌리는지 → 주의점 → 댓글로 내 띠 유도,"흰색 굵은 고딕 38~52px, 검정/흰색 라운드 박스, 감정 단어만 빨강/분홍 강조.",댓글 유도 | 저장 유도 | 공유/태그 유도 | 팔로우 유도,"💬댓글에 “진짜귀인” 이라고 확언해봐!␤평생 쓰고도 남을 복이 네 곁에 머물도록 내가 간절히 빌어줄게!🙏🏻␤—␤2026년, 믿었던 사람의 배신은 더 큰 복과 진짜 귀인을 맞이하기 위한 액막이 과정입니다.␤1.␤소띠 - (1997, 1985, 1973년생)␤2.␤쥐띠 - (1996, 1984, 1972년생)␤3.␤말띠 - (1990, 1978, 2002년생)␤4.␤호랑이띠 - (1998, 1986, 1974년생)␤5.␤토끼띠 - (1999, 1987, 1975년생)␤올해 인간관계로 멘탈이 흔들려도 배신한 사람을 절대 붙잡지 마.␤가짜가 제 발로 나가는 건 네 운이 좋아지고 있다는 증거니까, 그 빈자리에 들어올 진짜 귀인을 맞이할 준비만 하면 돼.␤🔮 복채는 ’팔로우‘ 하나면 충분해.␤—␤✅ 지금 마음이 울렸다면 ‘좋아요’␤✅ 나중에 다시 보고…",띠별 연애/재회운,"띠별 찰떡궁합, 헤어진 뒤 연락 오는 띠, 6월 재회운 TOP, 월별 인연운","아래 썸네일 문구를 기준으로 인스타 릴스용 연애/재회운 대본을 만들어줘. 사주/띠/궁합 관점으로 풀되, 20~35초 안에 들어가게 컷별 자막을 작성해. 구조는 1) 강한 관계 후킹 2) 해당 띠/조건 3) 끌리는 이유 4) 조심할 포인트 5) 댓글 CTA. 마지막은 '내 띠 남기면 다음 편에 봐드릴게요' 식으로 끝내.",썸네일 문구=💬댓글에 “진짜귀인” 이라고 확언해봐! 평생 쓰고도 남을 복이 네 곁에 머물도록 내가 간절히 빌어줄게!🙏🏻 | 주제=시기별 운세 | 2026년 쥐띠 소띠 호랑이띠 토끼띠 연애/재회운 | CTA=댓글 유도 | 저장 유도 | 공유/태그 유도 | 팔로우 유도 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
https://www.instagram.com/27saju/reel/DWgZV8egShB,@27saju␤인생사주,"221,000",사주/운세 | 연애/재회운,연애/재회운 + 전환형,"조회수 221,000 기준 상위권 / 시리즈 반복 가능",남다른 '색기'가 있는 사주␤도화살을 가지고 있으면 이렇게␤됩니다 🌸,"25~45초 감성형. 배경은 실사 감성 영상 또는 AI 인물/풍경. 대사는 짧고 여운 있게, BGM은 잔잔하게.",공감 후킹 → 사주 조건/심리 → 상대 반응 → 조언 → DM/댓글 CTA,"작은 흰색 자막 34~44px, 키워드만 굵게. 지나치게 화려한 카드보다 여백 있는 화면.",댓글 유도 | 프로필 링크/상담 전환,"남다른 '색기'가 있는 사주␤도화살을 가지고 있으면 이렇게 됩니다 🌸␤사주에 도화살이 있으면 태어날 때부터 다릅니다.␤특별히 꾸미지 않아도 사람을 끌어당기는 힘.␤그게 바로 도화살(桃花煞)의 기운입니다.␤하지만 도화살은 양날의 검이에요.␤장내도화면 배우자 복, 장외도화면 이성 문제...␤같은 도화인데 인생이 완전히 갈립니다.␤내 도화살이 어디에 있는지 알고 싶다면?␤댓글에 생년월일시 + 고민을 남겨주세요 🙏␤사주분석 신청 → 프로필 링크 또는 www.27saju.com",연애/재회/궁합,"나를 못 잊는 사람 사주, 재회 전조, 오래 가는 궁합, 피해야 할 인연","아래 제목을 기준으로 사주/궁합 관점의 인스타 릴스 대본을 써줘. 25~45초 분량이고, 감정 공감으로 시작해. 사주 조건 3개를 쉽게 풀고, 마지막에는 댓글로 상황을 남기게 유도해. 말투는 단정하지만 따뜻하게.",썸네일 문구=남다른 '색기'가 있는 사주 도화살을 가지고 있으면 이렇게 됩니다 🌸 | 주제=사주/운세 | 연애/재회운 | CTA=댓글 유도 | 프로필 링크/상담 전환 | 길이=20-45초 | 출력=대본만,1) 제목/썸네일 문구 확정␤2) GPT 프롬프트로 컷별 자막 생성␤3) 배경 이미지/영상 생성␤4) 음성 생성␤5) 립싱크 또는 자막형 선택␤6) 9:16 편집␤7) BGM -18~-24 LUFS␤8) 댓글 CTA 고정
